Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,lsa,Avg_Regional_Speed_Mbps,Subjective_Access_Score,Infrastructure_Efficiency
Reyansh,"SRM University, Amaravathi ",Arts,1,Copilot,1.7,Coding Help,3,5,No,Claude,5,Yes,Andhra pradesh,Mobile,High,Andhra Pradesh,13.047758214613971,3,39.14327464384191
Ayaan,"AP Goyal Shimla University, Shimla ",Arts,4,Bard,1.8,"Doubt Solving, MCQ Practice",4,-5,No,Other,7,Yes,Himachal pradesh,Tablet,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Krishna,"R.B.D. Mahila Mahavidyalaya, Bijnor ",Commerce,1,Claude,1.5,Project Work,2,2,No,Claude,10,Yes,Uttar pradesh,Tablet,Medium,UP West,8.9968359375,2,17.993671875
Ishaan,Sacred Heart College ,Commerce,3,Gemini,4.1,Coding Help,5,-3,Yes,Claude,10,No,Kerala,Mobile,Poor,Kerala,6.3867464539007095,1,6.3867464539007095
Rudra,Institute of Hotel Management ,Hotel-management,4,Bard,4.3,"MCQ Practice, Assignments, Project Work",4,-1,No,Copilot,6,No,Madhya pradesh,Mobile,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Dhruv,"Christ College Irinjalakuda, Thrissur ",Science,4,ChatGPT,1.7,Doubt Solving,4,3,No,Copilot,4,Yes,Kerala,Laptop,Poor,Kerala,6.3867464539007095,1,6.3867464539007095
Kabir,Nalanda College of Engineering ,Engineering,4,Bard,3.0,"Coding Help, Doubt Solving, MCQ Practice",1,1,Yes,ChatGPT,3,Yes,Bihar,Mobile,Poor,Bihar,29.503159466911764,1,29.503159466911764
Atharv,Sikkim Manipal University ,Medical,4,ChatGPT,0.7,"Exam Preparation, Resume Writing",5,2,Yes,Other,9,No,Sikkim,Laptop,High,West Bengal,32.790161506116206,3,98.37048451834862
Om,"Sri Ramachandra Medical College, Chennai ",Pharmacy,3,ChatGPT,2.5,"Content Writing, Learning new topics",5,0,Yes,Gemini,5,No,Tamil nadu,Tablet,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Anaya,Bengal College of Engineering and Technology ,Engineering,3,Bard,3.2,"Exam Preparation, MCQ Practice",3,-3,Yes,Bard,8,Yes,West bengal,Laptop,High,West Bengal,32.790161506116206,3,98.37048451834862
Siya,JP Institute of Hotel Management & Catering ,Hotel-management,2,Gemini,2.6,Content Writing,2,-2,Yes,Bard,8,No,Delhi ncr,Mobile,Poor,Delhi,15.297678629557291,1,15.297678629557291
Diya,Himachal Pradesh University ,Arts,4,Bard,1.2,"Doubt Solving, MCQ Practice",3,5,Yes,Gemini,5,No,Himachal pradesh,Laptop,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Myra,"SRM University Sikkim, Gangtok ",Arts,3,Copilot,3.3,"Content Writing, MCQ Practice",1,4,Yes,ChatGPT,4,No,Sikkim,Mobile,Medium,West Bengal,32.790161506116206,2,65.58032301223241
Aadhya,Asia Pacific Institute of Management ,Commerce,1,Gemini,4.1,"Project Work, Learning new topics, Content Writing",5,4,No,Other,10,Yes,Gujarat,Mobile,Medium,Gujarat,12.089467075892857,2,24.178934151785715
Riya,"Poddar Group of Institutions, Jaipur ",Pharmacy,1,Gemini,5.0,Resume Writing,2,-3,No,ChatGPT,6,Yes,Rajasthan,Mobile,Medium,Rajasthan,13.64073799070248,2,27.28147598140496
Pari,"Dibrugarh University, Dibrugarh ",Management,4,Claude,3.5,"Content Writing, Coding Help",2,3,No,Claude,7,Yes,Assam,Laptop,Poor,Assam,10.154541015625,1,10.154541015625
Anika,Jai Narain Vyas University ,Arts,3,Bard,0.9,"MCQ Practice, Resume Writing, Learning new topics",3,-3,No,Bard,8,No,Rajasthan,Tablet,Medium,Rajasthan,13.64073799070248,2,27.28147598140496
Ira,"EMEA College of Arts and Science Kondotty, ",Law,1,Bard,4.5,"Learning new topics, Resume Writing, Assignments",3,2,No,Other,7,No,Kerala,Tablet,Medium,Kerala,6.3867464539007095,2,12.773492907801419
Meera,"Vinayakrao Patil Mahavidyalaya, Aurangabad ",Arts,2,Claude,2.2,"Assignments, MCQ Practice, Exam Preparation",3,3,Yes,ChatGPT,10,No,Maharashtra,Laptop,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Saanvi,"Srinivas University, Mangalore ",Medical,3,Copilot,2.8,Content Writing,1,5,No,Other,8,No,Karnataka,Mobile,High,Karnataka,22.449497767857142,3,67.34849330357143
Navya,"Dhanamanjuri University, Imphal ",Arts,3,Copilot,3.3,"Assignments, Exam Preparation, Content Writing",4,2,Yes,Claude,9,No,Manipur,Mobile,Medium,North East,10.2730712890625,2,20.546142578125
Aarohi,"Government Degree College for Boys, Anantnag ",Arts,1,Bard,4.5,Resume Writing,2,-4,No,ChatGPT,1,No,Jammu,Tablet,Poor,Jammu & Kashmir,12.3797607421875,1,12.3797607421875
Prisha,Anderson Theological College ,Arts,1,Copilot,0.9,"Content Writing, MCQ Practice, Learning new topics",5,-5,No,Other,6,No,Nagaland,Tablet,Poor,North East,10.2730712890625,1,10.2730712890625
Ishita,"Mahila Vidyalaya PG College, Lucknow ",Arts,3,Bard,0.6,"Project Work, Doubt Solving, Exam Preparation",1,-4,Yes,Bard,3,No,Uttar pradesh,Mobile,Poor,UP West,8.9968359375,1,8.9968359375
Rakhi,"Sri Manakula Vinayagar Engineering College, Pondicherry ",Management,4,ChatGPT,1.7,Doubt Solving,4,-3,Yes,Copilot,5,Yes,Puducherry,Mobile,High,Tamil Nadu,8.37137784090909,3,25.114133522727272
Ramya,"MKSSS's Cummins College of Engineering for Women, ",Engineering,4,Bard,4.3,Exam Preparation,1,-4,Yes,Gemini,2,Yes,Maharashtra,Laptop,Medium,Maharashtra,19.392515373995984,2,38.78503074799197
Sneha,"College of Veterinary Sciences, Hisar ",Agriculture,1,Gemini,4.0,Learning new topics,4,-4,Yes,Copilot,4,Yes,Haryana,Laptop,High,Haryana,15.027559106788333,3,45.082677320365
Divya,"KK Wagh College of Agriculture, Nashik ",Agriculture,4,Other,1.8,"Resume Writing, Learning new topics",4,-2,Yes,Copilot,4,Yes,Maharashtra,Laptop,Poor,Maharashtra,19.392515373995984,1,19.392515373995984
Neha,"Government DB Girl's Post Graduate College, Raipur ",Commerce,4,Copilot,0.9,"Learning new topics, Doubt Solving",5,2,Yes,ChatGPT,10,Yes,Chhattisgarh,Mobile,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Pooja,"School of Management, SRM IST, Kanchipuram ",Management,2,Other,2.5,"Content Writing, MCQ Practice, Resume Writing",5,3,No,ChatGPT,9,Yes,Tamil nadu,Laptop,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Kavya,Narsee Monjee Institute of Management Studies ,Pharmacy,4,Copilot,0.6,Doubt Solving,2,2,Yes,Claude,10,No,Telangana,Laptop,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Aishwarya,Shri Ram Murti Smarak College of Engineering ,Management,4,Other,3.1,Learning new topics,1,5,No,ChatGPT,3,Yes,Uttar pradesh,Laptop,High,UP West,8.9968359375,3,26.9905078125
Shreya,Nirma University ,Commerce,3,Other,4.6,Learning new topics,3,-3,No,Bard,3,No,Gujarat,Laptop,Medium,Gujarat,12.089467075892857,2,24.178934151785715
Nandini,"D.K. College, Buxar ",Arts,4,Bard,3.1,"Project Work, Exam Preparation",2,-1,No,Bard,6,No,Bihar,Tablet,High,Bihar,29.503159466911764,3,88.50947840073529
Aarav,Ramniranjan Jhunjhunwala College ,Agriculture,3,ChatGPT,4.9,Doubt Solving,1,1,No,Copilot,10,No,Maharashtra,Tablet,Medium,Maharashtra,19.392515373995984,2,38.78503074799197
Vivaan,Chandigarh University ,Agriculture,2,Bard,1.2,"Doubt Solving, MCQ Practice",5,-3,Yes,Other,6,No,Haryana,Mobile,Poor,Haryana,15.027559106788333,1,15.027559106788333
Aditya,Pondicherry Institute of Medical Sciences ,Medical,2,Copilot,2.6,Exam Preparation,1,5,Yes,Gemini,3,No,Puducherry,Laptop,High,Tamil Nadu,8.37137784090909,3,25.114133522727272
Vihaan,Shri Krishna University ,Law,2,Gemini,4.4,"Coding Help, MCQ Practice",2,5,No,ChatGPT,8,Yes,Madhya pradesh,Laptop,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Arjun,K L University ,Arts,4,Bard,3.6,"MCQ Practice, Exam Preparation, Learning new topics",4,2,Yes,ChatGPT,7,Yes,Andhra pradesh,Laptop,Poor,Andhra Pradesh,13.047758214613971,1,13.047758214613971
Sai,"Assam University, Silchar ",Pharmacy,4,Copilot,4.5,"Project Work, Doubt Solving, Content Writing",1,0,No,Other,10,Yes,Assam,Mobile,Medium,Assam,10.154541015625,2,20.30908203125
Reyansh,"SJM College of Pharmacy, Chitradurga ",Pharmacy,2,Gemini,2.2,"Doubt Solving, Assignments",5,4,No,ChatGPT,4,Yes,Karnataka,Laptop,Poor,Karnataka,22.449497767857142,1,22.449497767857142
Ayaan,Sri Sri University ,Management,1,Gemini,1.9,Learning new topics,4,5,Yes,Claude,3,No,Orissa,Laptop,High,Orissa,10.206166294642857,3,30.618498883928574
Krishna,JECRC University ,Law,4,ChatGPT,1.7,"Resume Writing, Doubt Solving",4,5,Yes,Claude,2,Yes,Rajasthan,Tablet,High,Rajasthan,13.64073799070248,3,40.92221397210744
Ishaan,School of Planning and Architecture ,Science,1,Other,4.4,Resume Writing,3,-3,No,Other,8,No,Madhya pradesh,Laptop,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Rudra,"Integral University, Lucknow ",Medical,4,Claude,4.0,"Project Work, Content Writing",1,4,No,Bard,6,No,Uttar pradesh,Tablet,High,UP West,8.9968359375,3,26.9905078125
Dhruv,Ramchandra Chandravansi University ,Commerce,3,ChatGPT,4.0,"Doubt Solving, Project Work",1,-3,Yes,Copilot,10,Yes,Jharkhand,Mobile,High,Bihar,29.503159466911764,3,88.50947840073529
Kabir,Central University of Jharkhand ,Management,4,Claude,0.7,"Assignments, Coding Help",4,2,No,ChatGPT,10,Yes,Jharkhand,Laptop,Medium,Bihar,29.503159466911764,2,59.00631893382353
Atharv,National Law Institute University ,Science,3,Other,1.8,Doubt Solving,3,-3,No,Copilot,7,Yes,Madhya pradesh,Laptop,High,Madhya Pradesh,8.966440054086538,3,26.899320162259613
Om,Shri Guru Ram Rai University ,Agriculture,3,Other,0.7,Learning new topics,1,3,No,Gemini,3,No,Uttarakhand,Tablet,Medium,UP West,8.9968359375,2,17.993671875
Anaya,Uttarakhand Open University ,Law,2,Other,1.2,"Project Work, Content Writing",3,2,Yes,Other,9,Yes,Uttarakhand,Mobile,Medium,UP West,8.9968359375,2,17.993671875
Siya,"Amity University, Gurgaon ",Management,3,Copilot,0.7,"Coding Help, Project Work, Content Writing",1,0,No,Claude,7,Yes,Haryana,Mobile,High,Haryana,15.027559106788333,3,45.082677320365
Diya,Nalanda Open University ,Agriculture,3,Other,3.4,Project Work,1,-2,No,Copilot,10,Yes,Bihar,Tablet,High,Bihar,29.503159466911764,3,88.50947840073529
Myra,Royal Global University ,Science,3,Bard,2.6,"Content Writing, Resume Writing",3,3,Yes,Bard,7,Yes,Assam,Tablet,High,Assam,10.154541015625,3,30.463623046875
Aadhya,Panjab University ,Agriculture,3,ChatGPT,2.3,Project Work,2,-1,No,Claude,10,Yes,Chandigarh,Mobile,High,Punjab,14.360778216019417,3,43.08233464805825
Riya,Mewar University ,Arts,2,ChatGPT,3.7,Coding Help,5,-1,No,Bard,7,No,Rajasthan,Tablet,High,Rajasthan,13.64073799070248,3,40.92221397210744
Pari,"CT Group of Institutions, Jalandhar ",Pharmacy,4,Bard,0.6,"Learning new topics, Doubt Solving",4,-3,No,Other,8,No,Punjab,Tablet,Medium,Punjab,14.360778216019417,2,28.721556432038835
Anika,St. Xavier's College ,Arts,2,Other,2.3,"Assignments, Coding Help",4,3,No,ChatGPT,4,No,West bengal,Laptop,High,West Bengal,32.790161506116206,3,98.37048451834862
Ira,"D.L.S. P.G. College, Bilaspur ",Medical,3,Claude,3.5,Resume Writing,5,4,Yes,Bard,6,No,Chhattisgarh,Laptop,Medium,Madhya Pradesh,8.966440054086538,2,17.932880108173077
Meera,"Tula's Institute, Dehradun ",Engineering,3,Bard,3.8,Project Work,5,-3,No,Bard,2,No,Uttarakhand,Laptop,High,UP West,8.9968359375,3,26.9905078125
Saanvi,"Government Degree College, Doda ",Commerce,2,ChatGPT,3.1,Resume Writing,4,3,No,Copilot,4,Yes,Jammu,Tablet,Medium,Jammu & Kashmir,12.3797607421875,2,24.759521484375
Navya,S. V. Agricultural College ,Agriculture,3,Copilot,3.3,"Learning new topics, Project Work, Coding Help",4,2,No,Copilot,8,No,Andhra pradesh,Mobile,Medium,Andhra Pradesh,13.047758214613971,2,26.095516429227942
Aarohi,"Dr Rammanohar Lohiya Mahavidyalaya, Kanpur ",Arts,3,ChatGPT,2.9,"Exam Preparation, Resume Writing",1,1,No,Claude,7,No,Uttar pradesh,Tablet,Poor,UP West,8.9968359375,1,8.9968359375
Prisha,Shershah College of Engineering ,Engineering,2,Gemini,3.2,"Coding Help, Project Work, Assignments",3,4,Yes,Gemini,10,Yes,Bihar,Tablet,Poor,Bihar,29.503159466911764,1,29.503159466911764
Ishita,"Saveetha School of Law, Chennai ",Law,3,ChatGPT,3.8,"Project Work, MCQ Practice, Doubt Solving",2,2,No,Other,4,No,Tamil nadu,Laptop,Medium,Tamil Nadu,8.37137784090909,2,16.74275568181818
Rakhi,Sri Sai University ,Engineering,2,Copilot,1.1,Assignments,2,4,No,Claude,4,No,Himachal pradesh,Mobile,High,Himachal Pradesh,8.273878528225806,3,24.821635584677416
Ramya,Shri Ram College of Commerce ,Arts,4,Bard,3.4,"Learning new topics, Resume Writing, Coding Help",4,-4,Yes,Other,1,Yes,Delhi ncr,Tablet,High,Delhi,15.297678629557291,3,45.893035888671875
Sneha,"Lady Irwin College, New Delhi ",Science,4,ChatGPT,4.0,"Doubt Solving, Coding Help",5,5,Yes,Claude,8,Yes,Delhi ncr,Laptop,Poor,Delhi,15.297678629557291,1,15.297678629557291
Divya,Madras Christian College ,Arts,1,Copilot,2.3,"Exam Preparation, Project Work, Doubt Solving",1,-4,Yes,Copilot,10,No,Tamil nadu,Tablet,Poor,Tamil Nadu,8.37137784090909,1,8.37137784090909
Neha,"Abeda Inamdar Senior College, Pune ",Arts,3,Claude,3.5,MCQ Practice,4,-2,No,ChatGPT,6,No,Maharashtra,Laptop,Medium,Maharashtra,19.392515373995984,2,38.78503074799197
Pooja,National Research Centre on Mithun ,Science,4,Gemini,3.9,"Content Writing, Exam Preparation",3,2,No,Bard,5,Yes,Nagaland,Mobile,High,North East,10.2730712890625,3,30.8192138671875
Kavya,"ICFAI University, Gangtok ",Arts,3,ChatGPT,1.5,"Learning new topics, Content Writing",3,-3,No,Claude,8,No,Sikkim,Mobile,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Aishwarya,"Himalayan Pharmacy Institute, East Sikkim ",Pharmacy,2,Gemini,3.2,"Content Writing, MCQ Practice",1,-2,No,Gemini,10,No,Sikkim,Laptop,Poor,West Bengal,32.790161506116206,1,32.790161506116206
Shreya,Goswami Ganesh Dutt Sanatan Dharama College ,Arts,4,Claude,3.3,Learning new topics,2,4,No,Bard,6,Yes,Chandigarh,Laptop,Poor,Punjab,14.360778216019417,1,14.360778216019417
Nandini,Baba Saheb Bhimrao Ambedkar Law College ,Law,2,Bard,2.7,"Project Work, Assignments",1,0,Yes,Copilot,4,Yes,Uttar pradesh,Mobile,High,UP West,8.9968359375,3,26.9905078125
Aarav,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Vivaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aditya,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Vihaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Arjun,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Sai,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Reyansh,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Ayaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Krishna,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Rudra,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Dhruv,Indian Institute of Information Technology ,Engineering,4,Gemini,0.9,"Assignments, Coding Help",2,2,No,Copilot,9,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Kabir,"Government Ram Bhajan Rai NES College, Jashpur ",Commerce,2,ChatGPT,3.4,Learning new topics,3,-3,Yes,Other,6,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Atharv,Dolphin PG Institute of BioMedical & Natural ,Science,2,Copilot,3.6,"MCQ Practice, Projects",5,0,No,Gemini,1,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Om,Shaheed Rajguru College of Applied Sciences for ,Arts,2,Copilot,2.9,Content Writing,5,2,Yes,Gemini,5,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Anaya,Roorkee College of Engineering ,Science,1,Gemini,0.9,"Doubt Solving, Resume Writing",1,3,Yes,Other,8,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Siya,Kanya Mahavidyalaya ,Commerce,2,Gemini,0.8,"Doubt Solving, Resume Writing",2,-2,Yes,Gemini,7,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Diya,Shivalik Institute of Paramedical Technology ,Medical,1,"ChatGPT, Gemini, Copilot",2.2,"Assignments, Coding Help",1,-1,Yes,Other,2,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Myra,"Alpha College of Engineering & Technology, Pondicherry ",Engineering,4,"ChatGPT, Copilot",2.4,"Exam Prep, Notes",2,-2,Yes,Copilot,5,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,"Jaipur Engineering College and Research Centre, Jaipur ",Engineering,4,"ChatGPT, Copilot",2.1,"MCQ Practice, Projects",2,-2,Yes,Copilot,8,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Riya,"ICFAI University, Shillong ",Commerce,2,Gemini,1.4,Content Writing,3,-2,No,Gemini,3,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Pari,Kanchi Mamunivar Centre for Post Graduate Studies ,Arts,2,Copilot,1.0,Learning new topics,5,1,No,Copilot,10,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Anika,Jharkhand Rai University ,Medical,2,ChatGPT,1.2,"Exam Prep, Notes",4,-2,Yes,Other,7,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Ira,"Christ Church College -[CCC], Kanpur ",Arts,3,"ChatGPT, Gemini, Copilot",4.4,"Assignments, Coding Help",3,-3,Yes,Copilot,9,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Meera,Neville Wadia Institute of Management Studies and ,Management,2,"Gemini, Midjourney",3.6,"Exam Prep, Notes",1,3,No,Copilot,10,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Saanvi,Indian Institute of Technology Madras ,Engineering,3,"ChatGPT, Gemini, Copilot",4.1,"MCQ Practice, Projects",2,3,Yes,Gemini,7,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Navya,"United College, Chandel ",Arts,2,ChatGPT,4.3,Content Writing,4,-2,No,Copilot,1,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Aarohi,Shivalik Institute of Paramedical Technology ,Management,3,ChatGPT,2.5,Learning new topics,2,-2,No,ChatGPT,5,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Prisha,Chandigarh University ,Law,2,"Gemini, Midjourney",3.2,Content Writing,2,-3,No,Copilot,9,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ishita,Chandigarh University ,Law,2,"Gemini, Midjourney",3.2,Content Writing,2,-3,No,Copilot,9,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Rakhi,Apex Professional University ,Management,3,ChatGPT,3.7,"Doubt Solving, Resume Writing",3,1,Yes,ChatGPT,10,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ramya,Madhav University ,Pharmacy,1,Gemini,4.4,"MCQ Practice, Projects",1,2,No,Copilot,4,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Sneha,National Institute of Fashion Technology ,Management,2,"ChatGPT, Gemini, Copilot",3.8,"MCQ Practice, Projects",5,-2,No,Copilot,4,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Divya,King George's Medical University ,Medical,2,"ChatGPT, Gemini, Copilot",4.2,"Doubt Solving, Resume Writing",3,-2,Yes,ChatGPT,7,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Neha,"Loyola Academy Degree and PG College, Secunderabad ",Agriculture,1,ChatGPT,3.4,"MCQ Practice, Projects",1,0,Yes,Copilot,1,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Pooja,Royal College of Pharmacy & Health Sciences ,Pharmacy,3,"Gemini, Midjourney",4.4,"Assignments, Coding Help",2,0,No,Other,3,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Kavya,Nalanda Open University ,Arts,4,"ChatGPT, Gemini, Copilot",1.6,Learning new topics,1,1,Yes,ChatGPT,8,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Aishwarya,"Ramnarain Ruia Autonomous College, Mumbai ",Commerce,3,"Gemini, Midjourney",4.4,Content Writing,5,0,Yes,Gemini,5,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Shreya,Galgotias University ,Agriculture,3,ChatGPT,3.1,"Doubt Solving, Resume Writing",3,-1,No,ChatGPT,4,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Nandini,Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Science,1,Gemini,0.5,"MCQ Practice, Projects",5,-2,No,ChatGPT,3,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aarav,"Government Mahaprabhu Vallabhacharya Post Graduate College, Mahasamund ",Science,4,"ChatGPT, Gemini, Copilot",1.8,Content Writing,1,-3,Yes,Other,10,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Vivaan,"The Global University, Itanagar ",Commerce,3,Gemini,2.4,"MCQ Practice, Projects",1,-3,Yes,Copilot,8,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aditya,"GGDSD College, Palampur ",Arts,3,"ChatGPT, Copilot",3.2,"Exam Prep, Notes",2,0,Yes,Copilot,5,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Vihaan,Shivaji University ,Law,4,"ChatGPT, Gemini, Copilot",3.1,"Doubt Solving, Resume Writing",1,2,Yes,Copilot,9,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Arjun,"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Science,2,"Gemini, Midjourney",0.7,"Assignments, Coding Help",3,0,Yes,Other,2,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Sai,Vaishali Institute of Business and Rural Management ,Management,3,"Gemini, Midjourney",2.6,Learning new topics,3,-2,No,ChatGPT,10,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Reyansh,Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,1,Yes,Copilot,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Ayaan,Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,1,Yes,Copilot,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Krishna,Panjab University ,Agriculture,1,Copilot,4.1,"Assignments, Coding Help",5,1,Yes,Copilot,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ishaan,Hyderabad School of Business ,Management,2,"ChatGPT, Copilot",3.2,Learning new topics,1,-1,Yes,Copilot,1,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Rudra,Kerala University of Fisheries and Ocean Studies ,Law,4,Gemini,1.1,"Assignments, Coding Help",4,-1,No,ChatGPT,6,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Dhruv,"Purnea University, Purnahiya ",Law,3,Copilot,0.8,"Doubt Solving, Resume Writing",5,-3,Yes,Copilot,10,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Kabir,Shri Guru Ram Rai Institute of Medical ,Medical,1,"Gemini, Midjourney",1.4,Content Writing,2,1,No,Other,1,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Atharv,Sardar Vallabhbhai National Institute of Technology ,Engineering,4,"ChatGPT, Copilot",0.7,"Exam Prep, Notes",4,2,Yes,Gemini,1,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Om,"NEF Law College, Guwahati ",Law,3,"ChatGPT, Copilot",2.9,Learning new topics,2,-2,No,ChatGPT,7,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Anaya,Doon Post Graduate College of Agriculture Science ,Hotel-management,2,Copilot,3.1,"Assignments, Coding Help",2,-2,No,Gemini,10,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Siya,College of Veterinary and Animal Sciences ,Science,4,"ChatGPT, Gemini, Copilot",0.6,"MCQ Practice, Projects",5,1,No,Copilot,7,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Diya,College of Veterinary and Animal Sciences ,Science,4,"ChatGPT, Gemini, Copilot",0.6,"MCQ Practice, Projects",5,1,No,Copilot,7,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Myra,"Singhania University, Jhunjhunu ",Management,2,"ChatGPT, Gemini, Copilot",2.7,Content Writing,1,2,No,Other,5,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,JECRC University ,Commerce,3,Gemini,4.1,Content Writing,3,-3,Yes,ChatGPT,4,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Riya,"RKDF University, Ranchi ",Law,4,"Gemini, Midjourney",2.9,"MCQ Practice, Projects",2,-2,No,ChatGPT,3,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
